Bad ones for codimension c = 7 up to max degree d = 30
{0,1,25,26,27,28,29,30}
{0,2,4,6,8,26,28,30}
{0,2,4,8,22,26,28,30}
{0,2,4,14,16,18,28,30}
{0,2,4,22,24,26,28,30}
{0,2,8,22,24,26,28,30}
{0,2,12,14,16,26,28,30}
{0,2,20,22,24,26,28,30}
{0,3,6,9,12,15,27,30}
{0,3,6,9,12,21,27,30}
{0,3,6,9,12,24,27,30}
{0,3,6,9,21,24,27,30}
{0,3,6,18,21,24,27,30}
{0,3,9,12,18,21,27,30}
{0,3,9,18,21,24,27,30}
{0,3,15,18,21,24,27,30}
{0,4,18,22,24,26,28,30}
{0,6,16,22,24,27,28,30}
gcd_rinsed ones: 
{0,1,25,26,27,28,29,30}
-1
